Facility_ID,State,Facility_Type,Ownership,Year_Established,Number_of_Staff,Number_of_Patients_Annually,Primary_Issue_Treated,Service_Provided,Satisfaction_Rating,Average_Cost_Per_Visit_USD,Contact_Email,Phone_Number,Zip_Code,Accredited,Emergency_Services,Website,Insurance_Accepted,Rating_Category,Has_Parking,Open_24_Hours,Languages_Supported,State_Code,Facility_Code,Admin_Name,Yearly_Budget_USD
1357,Pennsylvania,Psychiatric Hospital,Public,1953,444.0,1101,OCD,Outpatient,4.16,239.15,,(123) 456-7890,90210,Yes,No,www.mhc.org,,High,Yes,,Hindi,PE,FC-01357,John Doe,15216195.985397046
1358,Pennsylvania,Psychiatric Hospital,Private,1958,213.0,7578,Bipolar Disorder,Counseling,1.6,122.98,info@mhc.org,987-654-3210,90210,,No,http://healthcare.gov,Medicaid,Low,No,,Mandarin,PE,FC-01358,John Doe,9013251.40108198
1359,Ohio,Telehealth Provider,Private,1983,418.0,3041,OCD,Counseling,4.86,296.33,contact@clinic.net,,10001,No,,http://healthcare.gov,,High,,No,Mandarin,OH,FC-01359,Dr. Lee,11453020.074620811
1360,Illinois,Community Health Center,Non-Profit,2017,260.0,9221,Schizophrenia,Outpatient,1.17,170.1,,(123) 456-7890,33101,Yes,no,www.mhc.org,,Low,True,24/7,Hindi,IL,FC-01360,Prof. Adams,9995682.280011246
1361,California,Private Clinic,Private,1990,31.0,6109,OCD,Outpatient,4.89,215.53,support@health.com,,10001,Yes,yes,,Private,High,True,Yes,English,CA,FC-01361,,806687.7014974719
1362,New York,Community Health Center,Private,2016,302.0,7807,Depression,Outpatient,2.05,338.09,info@mhc.org,555 123 4567,60601,Y,no,http://healthcare.gov,Medicaid,Medium,False,24/7,Hindi,NE,FC-01362,Dr. Lee,12287590.141941618
1363,New York,Private Clinic,Private,1970,79.0,5102,PTSD,Emergency,2.24,359.56,contact@clinic.net,987-654-3210,33101,Y,no,https://clinic.com,Medicare,Medium,True,24/7,Spanish,NE,FC-01363,Dr. Lee,1481743.4737885604
1364,Michigan,Psychiatric Hospital,Public,1968,229.0,6619,Depression,Emergency,3.92,319.95,,,90210,Yes,,,Medicaid,High,,Yes,,MI,FC-01364,,7218281.182322785
1365,Pennsylvania,Community Health Center,Public,2003,340.0,2329,Schizophrenia,Outpatient,2.01,252.82,support@health.com,555 123 4567,10001,Yes,yes,http://healthcare.gov,Medicare,Medium,,N/A,Hindi,PE,FC-01365,Jane Smith,12840350.443451222
1366,Pennsylvania,Private Clinic,Private,1990,433.0,1041,OCD,Inpatient,3.42,449.69,,(123) 456-7890,10001,No,Yes,www.mhc.org,,Medium,No,24/7,English,PE,FC-01366,John Doe,4952281.014767446
1367,Michigan,Rehabilitation Center,Non-Profit,1969,94.0,5998,Depression,Emergency,3.33,194.05,,(123) 456-7890,10001,Yes,no,,Medicaid,Medium,True,N/A,English,MI,FC-01367,John Doe,1461659.3435326403
1368,Michigan,Community Health Center,Private,1999,224.0,240,Bipolar Disorder,Counseling,1.31,231.2,support@health.com,(123) 456-7890,90210,N,No,mhc.net,,Low,True,Yes,Spanish,MI,FC-01368,Jane Smith,10713079.241823474
1369,California,Rehabilitation Center,Private,2021,369.0,7454,OCD,Counseling,2.53,169.09,info@mhc.org,(123) 456-7890,60601,Yes,no,https://clinic.com,,Medium,False,24/7,Mandarin,CA,FC-01369,John Doe,13136383.817088004
1370,Texas,Telehealth Provider,Non-Profit,2004,144.0,2205,Depression,Inpatient,,206.94,contact@clinic.net,(123) 456-7890,10001,Yes,No,,Medicaid,,True,24/7,Mandarin,TE,FC-01370,,2252976.7765002833
1371,Georgia,Psychiatric Hospital,Private,1972,129.0,9872,OCD,Outpatient,1.01,336.17,,987-654-3210,10001,No,No,www.mhc.org,None,Low,Yes,24/7,Spanish,GE,FC-01371,Prof. Adams,2324769.227044936
1372,North Carolina,Private Clinic,Private,1984,267.0,8715,OCD,Emergency,3.69,361.09,contact@clinic.net,(123) 456-7890,10001,,yes,http://healthcare.gov,Medicare,High,True,,"English, Spanish",NO,FC-01372,John Doe,10374194.90032987
1373,Illinois,Telehealth Provider,Private,1971,247.0,9359,Depression,Counseling,3.81,180.67,contact@clinic.net,987-654-3210,10001,N,yes,mhc.net,Medicaid,High,True,24/7,Spanish,IL,FC-01373,,2767820.6926016877
1374,North Carolina,Psychiatric Hospital,Non-Profit,1965,305.0,5375,OCD,Counseling,2.93,107.08,contact@clinic.net,(123) 456-7890,,No,No,https://clinic.com,,Medium,,No,"English, Spanish",NO,FC-01374,,13520827.491843311
1375,Florida,Telehealth Provider,Non-Profit,2021,340.0,3071,PTSD,Telehealth,3.66,105.48,support@health.com,,90210,No,Yes,,Private,High,True,Yes,Mandarin,FL,FC-01375,Jane Smith,11122370.774806403
1376,Georgia,Private Clinic,Public,2009,116.0,2515,Anxiety,Inpatient,4.85,82.28,support@health.com,987-654-3210,10001,Yes,,mhc.net,Private,High,No,Yes,Spanish,GE,FC-01376,Prof. Adams,4199705.624116238
1377,Florida,Telehealth Provider,Non-Profit,2005,280.0,4624,Schizophrenia,Telehealth,1.06,333.75,info@mhc.org,987-654-3210,33101,No,,https://clinic.com,Medicaid,Low,,No,Hindi,FL,FC-01377,Dr. Lee,4251281.037741693
1378,Michigan,Psychiatric Hospital,Public,1961,378.0,7340,PTSD,Outpatient,2.05,424.85,support@health.com,(123) 456-7890,33101,N,No,www.mhc.org,,Medium,,N/A,Hindi,MI,FC-01378,,13099665.995370371
1379,Florida,Rehabilitation Center,Public,1981,123.0,8990,Anxiety,Telehealth,4.37,475.24,contact@clinic.net,(123) 456-7890,,Y,yes,https://clinic.com,,High,Yes,24/7,Hindi,FL,FC-01379,,3434803.8305838574
1380,California,Community Health Center,Private,1960,437.0,7854,Bipolar Disorder,Telehealth,2.93,275.26,info@mhc.org,987-654-3210,10001,N,No,http://healthcare.gov,Medicaid,Medium,No,Yes,Spanish,CA,FC-01380,Dr. Lee,12272298.455471026
1381,Texas,Telehealth Provider,Private,2012,329.0,6389,Bipolar Disorder,Counseling,1.06,439.04,,,60601,,No,www.mhc.org,None,Low,Yes,24/7,Spanish,TE,FC-01381,Jane Smith,11385139.552143699
1382,Michigan,Rehabilitation Center,Non-Profit,1983,281.0,1281,PTSD,Counseling,1.4,339.61,info@mhc.org,555 123 4567,90210,N,YES,mhc.net,Medicare,Low,False,,English,MI,FC-01382,Prof. Adams,11927543.4630053
1383,Pennsylvania,Psychiatric Hospital,Non-Profit,1977,392.0,9715,Depression,Counseling,3.63,151.36,contact@clinic.net,555 123 4567,10001,No,Yes,http://healthcare.gov,,High,True,Yes,English,PE,FC-01383,Dr. Lee,4879796.429587197
1384,Ohio,Psychiatric Hospital,Non-Profit,1993,23.0,4154,PTSD,Telehealth,1.25,422.03,contact@clinic.net,555 123 4567,,Y,Yes,mhc.net,Medicare,Low,False,24/7,,OH,FC-01384,Dr. Lee,479617.20383440435
1385,Illinois,Rehabilitation Center,Private,2018,68.0,4390,Schizophrenia,Emergency,4.3,107.68,contact@clinic.net,(123) 456-7890,90210,,no,https://clinic.com,Medicare,High,True,No,Spanish,IL,FC-01385,,1198700.0010218224
1386,Illinois,Telehealth Provider,Private,1951,200.0,7180,Anxiety,Emergency,4.74,287.7,,(123) 456-7890,33101,Yes,yes,http://healthcare.gov,Medicare,High,,,Hindi,IL,FC-01386,John Doe,5835292.1191726765
1387,California,Psychiatric Hospital,Private,2001,153.0,5413,Bipolar Disorder,Telehealth,1.56,168.37,,,90210,N,YES,http://healthcare.gov,,Low,Yes,,"English, Spanish",CA,FC-01387,,5256383.440689936
1388,Michigan,Rehabilitation Center,Private,1982,368.0,2040,Anxiety,Emergency,3.62,335.06,info@mhc.org,555 123 4567,10001,Y,yes,www.mhc.org,None,High,True,,"English, Spanish",MI,FC-01388,Jane Smith,13586299.563068103
1389,Michigan,Telehealth Provider,Non-Profit,1964,230.0,1316,Bipolar Disorder,Telehealth,2.55,227.73,support@health.com,(123) 456-7890,,Yes,no,mhc.net,,Medium,True,N/A,,MI,FC-01389,Jane Smith,4276289.389758038
1390,North Carolina,Private Clinic,Private,1976,15.0,9833,OCD,Counseling,1.43,110.86,,(123) 456-7890,60601,,YES,,Private,Low,Yes,No,"English, Spanish",NO,FC-01390,Jane Smith,296619.2947756302
1391,New York,Community Health Center,Private,1956,107.0,5715,Schizophrenia,Inpatient,1.17,488.44,,555 123 4567,33101,Yes,YES,mhc.net,Medicare,Low,Yes,24/7,Spanish,NE,FC-01391,John Doe,2926540.2289625583
1392,California,Telehealth Provider,Non-Profit,2004,460.0,3361,PTSD,Inpatient,3.34,235.02,info@mhc.org,987-654-3210,90210,Yes,,mhc.net,Medicaid,Medium,Yes,No,"English, Spanish",CA,FC-01392,John Doe,7837356.302779754
1393,California,Telehealth Provider,Public,1959,71.0,791,OCD,Inpatient,1.77,184.13,info@mhc.org,987-654-3210,10001,Y,YES,mhc.net,Medicaid,Low,No,Yes,"English, Spanish",CA,FC-01393,Dr. Lee,1207221.3643126427
1394,Florida,Private Clinic,Private,1964,216.0,4869,PTSD,Counseling,1.65,447.69,contact@clinic.net,(123) 456-7890,,N,Yes,http://healthcare.gov,Private,Low,Yes,24/7,,FL,FC-01394,John Doe,4715469.227945601
1395,Georgia,Telehealth Provider,Non-Profit,1977,342.0,2495,OCD,Telehealth,2.33,168.62,contact@clinic.net,555 123 4567,60601,,,http://healthcare.gov,,Medium,,No,"English, Spanish",GE,FC-01395,,6533048.574775766
1396,Georgia,Community Health Center,Non-Profit,2010,128.0,9369,Schizophrenia,Counseling,1.79,59.02,support@health.com,(123) 456-7890,33101,,no,www.mhc.org,,Low,Yes,No,Hindi,GE,FC-01396,,5892068.865345891
1397,Michigan,Private Clinic,Non-Profit,2021,251.0,4991,Anxiety,Emergency,1.34,224.23,support@health.com,(123) 456-7890,10001,,Yes,mhc.net,Private,Low,,N/A,English,MI,FC-01397,,9609889.351567836
1398,California,Community Health Center,Private,1968,16.0,9990,PTSD,Outpatient,1.04,482.85,info@mhc.org,(123) 456-7890,10001,N,No,http://healthcare.gov,,Low,Yes,No,"English, Spanish",CA,FC-01398,Prof. Adams,680931.0616331028
1399,Georgia,Psychiatric Hospital,Non-Profit,1998,488.0,4775,Depression,Counseling,1.71,482.62,contact@clinic.net,,33101,Yes,yes,,None,Low,False,Yes,Hindi,GE,FC-01399,,20427087.13652296
1400,California,Community Health Center,Private,2001,83.0,2114,OCD,Emergency,2.4,302.67,info@mhc.org,,33101,,No,,Medicaid,Medium,False,Yes,"English, Spanish",CA,FC-01400,John Doe,2093801.1743090847
1401,North Carolina,Telehealth Provider,Private,1984,344.0,2771,OCD,Telehealth,1.88,60.1,contact@clinic.net,(123) 456-7890,90210,Yes,YES,www.mhc.org,Medicaid,Low,False,,Hindi,NO,FC-01401,John Doe,15298159.488358807
1402,Pennsylvania,Psychiatric Hospital,Non-Profit,1977,392.0,9715,Depression,Counseling,3.63,151.36,contact@clinic.net,555 123 4567,10001,No,Yes,http://healthcare.gov,,High,True,Yes,English,PE,FC-01402,Dr. Lee,4879796.429587197
1403,North Carolina,Psychiatric Hospital,Private,1970,349.0,4462,OCD,Outpatient,4.12,378.28,info@mhc.org,555 123 4567,60601,No,yes,www.mhc.org,Medicaid,High,No,N/A,Hindi,NO,FC-01403,Jane Smith,4674879.357633369
1404,Florida,Rehabilitation Center,Non-Profit,1999,,709,Anxiety,Emergency,3.51,374.52,,555 123 4567,90210,N,no,http://healthcare.gov,,High,True,No,Spanish,FL,FC-01404,Dr. Lee,
1405,Florida,Telehealth Provider,Non-Profit,2021,340.0,3071,PTSD,Telehealth,3.66,105.48,support@health.com,,90210,No,Yes,,Private,High,True,Yes,Mandarin,FL,FC-01405,Jane Smith,11122370.774806403
1406,Pennsylvania,Rehabilitation Center,Private,1986,188.0,9082,Depression,Emergency,1.36,145.8,support@health.com,555 123 4567,90210,No,no,www.mhc.org,,Low,No,,Hindi,PE,FC-01406,Jane Smith,7850844.737737005
1407,Illinois,Telehealth Provider,Public,2005,435.0,1819,Schizophrenia,Telehealth,,145.42,info@mhc.org,,90210,No,no,http://healthcare.gov,None,,,24/7,English,IL,FC-01407,,15542967.492299149
1408,Florida,Community Health Center,Public,1950,22.0,7769,Depression,Outpatient,4.42,303.89,support@health.com,(123) 456-7890,90210,,YES,www.mhc.org,None,High,Yes,No,"English, Spanish",FL,FC-01408,John Doe,1001723.2954507403
1409,New York,Rehabilitation Center,Public,2001,278.0,6140,Depression,Emergency,4.71,244.5,contact@clinic.net,987-654-3210,33101,,Yes,https://clinic.com,Medicaid,High,False,No,"English, Spanish",NE,FC-01409,Prof. Adams,6093195.773818788
1410,Florida,Telehealth Provider,Private,1953,104.0,9089,PTSD,Telehealth,3.34,413.57,,(123) 456-7890,33101,N,,,Private,Medium,True,,Hindi,FL,FC-01410,Prof. Adams,4976328.865849233
1411,Pennsylvania,Telehealth Provider,Non-Profit,2014,186.0,9381,Bipolar Disorder,Outpatient,1.94,231.02,support@health.com,555 123 4567,60601,N,No,mhc.net,Private,Low,No,N/A,"English, Spanish",PE,FC-01411,John Doe,7966988.520388197
1412,Illinois,Telehealth Provider,Public,1966,415.0,4066,Depression,Inpatient,3.37,62.86,info@mhc.org,(123) 456-7890,33101,Y,No,,Medicare,Medium,True,24/7,Mandarin,IL,FC-01412,Dr. Lee,12349052.64720267
1413,North Carolina,Private Clinic,Public,1979,355.0,1927,OCD,Telehealth,3.73,156.35,contact@clinic.net,(123) 456-7890,10001,N,no,http://healthcare.gov,Medicaid,High,No,Yes,Hindi,NO,FC-01413,John Doe,17639803.224605437
1414,New York,Psychiatric Hospital,Non-Profit,1986,80.0,7758,OCD,Emergency,2.21,457.23,,555 123 4567,10001,N,yes,mhc.net,None,Medium,Yes,,,NE,FC-01414,Prof. Adams,2392442.2778806137
1415,Illinois,Private Clinic,Public,1956,115.0,9245,PTSD,Counseling,1.63,387.28,info@mhc.org,987-654-3210,60601,Yes,,https://clinic.com,,Low,No,Yes,Spanish,IL,FC-01415,Dr. Lee,5614554.317787294
1416,Georgia,Community Health Center,Non-Profit,1964,428.0,7482,PTSD,Telehealth,3.79,210.1,contact@clinic.net,(123) 456-7890,60601,Y,No,mhc.net,Medicare,High,True,N/A,"English, Spanish",GE,FC-01416,Dr. Lee,16899271.504504554
1417,North Carolina,Psychiatric Hospital,Public,2016,327.0,8614,OCD,Inpatient,3.76,426.45,,,10001,Y,yes,mhc.net,None,High,Yes,N/A,Mandarin,NO,FC-01417,Jane Smith,10405588.337700605
1418,New York,Private Clinic,Private,2018,396.0,6416,PTSD,Outpatient,2.45,488.03,support@health.com,,60601,N,Yes,http://healthcare.gov,,Medium,Yes,No,Mandarin,NE,FC-01418,Dr. Lee,9683616.409148632
1419,Texas,Rehabilitation Center,Private,1958,72.0,9162,OCD,Emergency,3.15,208.71,contact@clinic.net,(123) 456-7890,33101,No,YES,http://healthcare.gov,Private,Medium,Yes,N/A,Mandarin,TE,FC-01419,Prof. Adams,906348.0868987715
1420,California,Telehealth Provider,Private,1977,480.0,9978,PTSD,Telehealth,2.79,149.65,support@health.com,987-654-3210,10001,No,yes,,Medicare,Medium,True,,Hindi,CA,FC-01420,John Doe,16070483.723360509
1421,Ohio,Psychiatric Hospital,Public,1965,357.0,8005,OCD,Inpatient,2.78,421.18,,(123) 456-7890,33101,Y,YES,mhc.net,Medicare,Medium,True,Yes,,OH,FC-01421,Dr. Lee,12171760.406540303
1422,North Carolina,Telehealth Provider,Public,1995,60.0,7011,Depression,Counseling,3.94,173.32,support@health.com,,33101,No,Yes,,Private,High,No,24/7,Spanish,NO,FC-01422,John Doe,2916366.1258392925
1423,New York,Private Clinic,Non-Profit,1972,196.0,2941,PTSD,Outpatient,1.23,379.6,,,90210,No,YES,mhc.net,Private,Low,True,,Spanish,NE,FC-01423,John Doe,9797607.477950167
1424,Florida,Telehealth Provider,Private,1958,349.0,8251,PTSD,Counseling,3.09,280.93,support@health.com,987-654-3210,10001,N,yes,https://clinic.com,Medicaid,Medium,False,N/A,,FL,FC-01424,Jane Smith,8593402.738570658
1425,California,Community Health Center,Private,1950,399.0,1604,OCD,Telehealth,4.92,159.33,,555 123 4567,33101,Y,Yes,www.mhc.org,,High,No,N/A,Spanish,CA,FC-01425,,17326080.722569954
1426,Ohio,Rehabilitation Center,Non-Profit,2009,348.0,1072,Bipolar Disorder,Counseling,,403.55,info@mhc.org,555 123 4567,,Yes,,mhc.net,Medicare,,False,24/7,Mandarin,OH,FC-01426,John Doe,8366981.243305875
1427,New York,Private Clinic,Private,2018,396.0,6416,PTSD,Outpatient,2.45,488.03,support@health.com,,60601,N,Yes,http://healthcare.gov,,Medium,Yes,No,Mandarin,NE,FC-01427,Dr. Lee,9683616.409148632
1428,Illinois,Psychiatric Hospital,Non-Profit,1960,304.0,5468,Bipolar Disorder,Outpatient,1.25,324.96,support@health.com,,,No,YES,www.mhc.org,Private,Low,False,24/7,Mandarin,IL,FC-01428,Dr. Lee,14368257.536343586
1429,Pennsylvania,Telehealth Provider,Non-Profit,1961,362.0,3403,Anxiety,Counseling,3.49,181.77,info@mhc.org,,10001,N,,http://healthcare.gov,,Medium,No,24/7,,PE,FC-01429,Jane Smith,7496445.09296198
1430,California,Rehabilitation Center,Public,1975,125.0,6602,Depression,Inpatient,4.07,206.28,info@mhc.org,,,No,No,mhc.net,Medicaid,High,No,N/A,Mandarin,CA,FC-01430,Jane Smith,2915915.7774801343
1431,California,Telehealth Provider,Non-Profit,2002,358.0,4370,Depression,Inpatient,2.26,243.52,support@health.com,987-654-3210,33101,,Yes,,Medicaid,Medium,No,,English,CA,FC-01431,John Doe,4154384.4664107547
1432,Georgia,Psychiatric Hospital,Private,1956,381.0,4638,Depression,Inpatient,3.66,67.09,contact@clinic.net,987-654-3210,33101,,No,http://healthcare.gov,None,High,False,N/A,Hindi,GE,FC-01432,Jane Smith,13414041.332207069
1433,New York,Community Health Center,Private,1992,231.0,5749,OCD,Emergency,2.16,261.99,info@mhc.org,987-654-3210,33101,Y,yes,www.mhc.org,Medicare,Medium,Yes,24/7,Spanish,NE,FC-01433,Prof. Adams,6237949.87873191
1434,Michigan,Community Health Center,Public,1986,460.0,1360,Schizophrenia,Emergency,3.74,194.22,contact@clinic.net,555 123 4567,,N,,www.mhc.org,Medicaid,High,Yes,Yes,Hindi,MI,FC-01434,Dr. Lee,19131037.366829198
1435,Illinois,Rehabilitation Center,Public,2016,175.0,9986,Depression,Counseling,4.0,53.6,contact@clinic.net,987-654-3210,10001,Y,No,,,High,True,,English,IL,FC-01435,Jane Smith,6764155.874568571
1436,Texas,Psychiatric Hospital,Public,1988,292.0,9320,Anxiety,Telehealth,3.46,54.24,support@health.com,555 123 4567,33101,Y,Yes,,Medicaid,Medium,No,N/A,Hindi,TE,FC-01436,,7796316.515466683
1437,California,Private Clinic,Public,2016,438.0,4366,Anxiety,Telehealth,1.06,55.1,support@health.com,,90210,,Yes,http://healthcare.gov,,Low,False,24/7,"English, Spanish",CA,FC-01437,Jane Smith,6990177.927343067
1438,Florida,Private Clinic,Public,1968,364.0,4686,Schizophrenia,Inpatient,3.02,165.51,contact@clinic.net,555 123 4567,33101,Yes,yes,https://clinic.com,None,Medium,,24/7,,FL,FC-01438,Prof. Adams,6203037.583724811
1439,Illinois,Telehealth Provider,Public,1992,103.0,990,OCD,Outpatient,2.72,499.21,info@mhc.org,555 123 4567,,No,YES,www.mhc.org,Private,Medium,True,N/A,Spanish,IL,FC-01439,John Doe,4293249.256655199
1440,Florida,Telehealth Provider,Non-Profit,2021,340.0,3071,PTSD,Telehealth,3.66,105.48,support@health.com,,90210,No,Yes,,Private,High,True,Yes,Mandarin,FL,FC-01440,Jane Smith,11122370.774806403
1441,Georgia,Rehabilitation Center,Non-Profit,1997,41.0,2753,PTSD,Outpatient,3.94,233.55,info@mhc.org,555 123 4567,33101,,,https://clinic.com,Medicaid,High,True,Yes,,GE,FC-01441,Prof. Adams,1969055.8073091584
1442,Illinois,Psychiatric Hospital,Public,1963,304.0,5552,Anxiety,Inpatient,4.83,161.43,info@mhc.org,987-654-3210,60601,N,yes,,Medicare,High,,,Spanish,IL,FC-01442,Dr. Lee,5768440.5405910555
1443,North Carolina,Private Clinic,Public,1996,,5681,Anxiety,Counseling,2.12,447.68,info@mhc.org,555 123 4567,,Yes,Yes,mhc.net,Private,Medium,Yes,No,English,NO,FC-01443,Jane Smith,
1444,Florida,Private Clinic,Public,1994,37.0,9928,Anxiety,Counseling,3.11,100.97,support@health.com,,90210,Yes,Yes,www.mhc.org,Private,Medium,True,No,Hindi,FL,FC-01444,Dr. Lee,1232148.5891219643
1445,Florida,Telehealth Provider,Private,1978,327.0,9121,Anxiety,Counseling,3.01,281.6,support@health.com,(123) 456-7890,,Y,,www.mhc.org,Medicare,Medium,False,Yes,,FL,FC-01445,Prof. Adams,14418459.088429585
1446,Ohio,Private Clinic,Public,1953,442.0,379,Depression,Counseling,4.88,372.4,,,,,no,,Medicaid,High,No,,Hindi,OH,FC-01446,Jane Smith,20503666.884080663
1447,Michigan,Community Health Center,Public,1983,73.0,6068,PTSD,Counseling,3.71,181.7,,,60601,Yes,Yes,www.mhc.org,Private,High,No,Yes,Spanish,MI,FC-01447,John Doe,742732.6697572343
1448,Texas,Community Health Center,Private,1985,95.0,5309,PTSD,Outpatient,2.87,337.9,,(123) 456-7890,33101,N,no,http://healthcare.gov,,Medium,No,N/A,Spanish,TE,FC-01448,,1384798.5845928863
1449,Florida,Telehealth Provider,Non-Profit,2021,340.0,3071,PTSD,Telehealth,3.66,105.48,support@health.com,,90210,No,Yes,,Private,High,True,Yes,Mandarin,FL,FC-01449,Jane Smith,11122370.774806403
1450,New York,Psychiatric Hospital,Public,1957,164.0,4313,Anxiety,Inpatient,3.44,97.04,contact@clinic.net,555 123 4567,60601,N,no,mhc.net,None,Medium,Yes,N/A,Spanish,NE,FC-01450,Dr. Lee,2543116.9335522023
1451,New York,Psychiatric Hospital,Non-Profit,2006,410.0,9946,Schizophrenia,Outpatient,3.41,465.68,support@health.com,555 123 4567,60601,No,,,Medicare,Medium,No,24/7,Mandarin,NE,FC-01451,,11167998.606176214
1452,California,Psychiatric Hospital,Non-Profit,2004,323.0,5984,Anxiety,Telehealth,3.34,172.76,contact@clinic.net,987-654-3210,60601,,,https://clinic.com,Medicaid,Medium,False,,Hindi,CA,FC-01452,Dr. Lee,7251487.754972357
1453,Georgia,Telehealth Provider,Private,1957,418.0,2337,Anxiety,Counseling,3.0,138.09,support@health.com,987-654-3210,10001,No,no,,Medicaid,Medium,,,,GE,FC-01453,John Doe,4701034.5455124155
1454,Georgia,Psychiatric Hospital,Public,2015,476.0,1913,Bipolar Disorder,Telehealth,3.39,81.67,,987-654-3210,60601,No,Yes,mhc.net,None,Medium,True,N/A,Hindi,GE,FC-01454,Jane Smith,8331861.193726968
1455,Michigan,Telehealth Provider,Non-Profit,1969,103.0,7344,Bipolar Disorder,Inpatient,4.08,154.09,,555 123 4567,33101,Y,No,mhc.net,Medicare,High,No,No,"English, Spanish",MI,FC-01455,,1425974.5638946514
1456,New York,Telehealth Provider,Non-Profit,1978,,7552,Anxiety,Inpatient,3.52,74.4,,987-654-3210,,N,no,mhc.net,None,High,True,,,NE,FC-01456,Prof. Adams,
1457,California,Private Clinic,Non-Profit,1962,326.0,7481,PTSD,Inpatient,1.34,299.67,info@mhc.org,987-654-3210,10001,,No,https://clinic.com,Private,Low,True,N/A,English,CA,FC-01457,Dr. Lee,6432385.190123245
1458,California,Rehabilitation Center,Public,1986,241.0,6653,Schizophrenia,Inpatient,2.01,132.53,support@health.com,987-654-3210,10001,No,No,,,Medium,Yes,No,Mandarin,CA,FC-01458,Dr. Lee,4693861.746839075
1459,Illinois,Telehealth Provider,Public,1992,103.0,990,OCD,Outpatient,2.72,499.21,info@mhc.org,555 123 4567,,No,YES,www.mhc.org,Private,Medium,True,N/A,Spanish,IL,FC-01459,John Doe,4293249.256655199
1460,Pennsylvania,Psychiatric Hospital,Public,2011,346.0,9929,Anxiety,Counseling,1.22,313.99,contact@clinic.net,987-654-3210,90210,Yes,YES,www.mhc.org,Private,Low,,Yes,"English, Spanish",PE,FC-01460,John Doe,8353913.988756746
